Sexo;Comunidades y Ciudades Autónomas;Sector económico;Periodo;Total
Hombres;08 Castilla - La Mancha;Construcción;2020;11,3
Hombres;08 Castilla - La Mancha;Construcción;2019;12
Hombres;08 Castilla - La Mancha;Construcción;2018;12,3
Hombres;08 Castilla - La Mancha;Construcción;2017;10,7
Hombres;08 Castilla - La Mancha;Construcción;2016;11,1
Hombres;08 Castilla - La Mancha;Construcción;2015;9,6
Hombres;08 Castilla - La Mancha;Construcción;2014;8,5
Hombres;08 Castilla - La Mancha;Construcción;2013;10,1
Hombres;08 Castilla - La Mancha;Construcción;2012;11,6
Hombres;08 Castilla - La Mancha;Construcción;2011;14,5
Hombres;08 Castilla - La Mancha;Construcción;2010;16,8
Hombres;08 Castilla - La Mancha;Construcción;2009;19,3
Hombres;08 Castilla - La Mancha;Construcción;2008;23,9
Hombres;08 Castilla - La Mancha;Servicios;2024;59,5
Hombres;08 Castilla - La Mancha;Servicios;2023;60
Hombres;08 Castilla - La Mancha;Servicios;2022;57,7
Hombres;08 Castilla - La Mancha;Servicios;2021;57,5
Hombres;08 Castilla - La Mancha;Servicios;2020;59,2
Hombres;08 Castilla - La Mancha;Servicios;2019;58,6
Hombres;08 Castilla - La Mancha;Servicios;2018;57,7
Hombres;08 Castilla - La Mancha;Servicios;2017;57,4
Hombres;08 Castilla - La Mancha;Servicios;2016;58,9
Hombres;08 Castilla - La Mancha;Servicios;2015;60,9
Hombres;08 Castilla - La Mancha;Servicios;2014;62
Hombres;08 Castilla - La Mancha;Servicios;2013;60,3
Hombres;08 Castilla - La Mancha;Servicios;2012;58,1
Hombres;08 Castilla - La Mancha;Servicios;2011;55
Hombres;08 Castilla - La Mancha;Servicios;2010;56,1
Hombres;08 Castilla - La Mancha;Servicios;2009;52,5
Hombres;08 Castilla - La Mancha;Servicios;2008;47,1
Hombres;09 Cataluña;Total;2024;100
Hombres;09 Cataluña;Total;2023;100
Hombres;09 Cataluña;Total;2022;100
Hombres;09 Cataluña;Total;2021;100
Hombres;09 Cataluña;Total;2020;100
Hombres;09 Cataluña;Total;2019;100
Hombres;09 Cataluña;Total;2018;100
Hombres;09 Cataluña;Total;2017;100
Hombres;09 Cataluña;Total;2016;100
Hombres;09 Cataluña;Total;2015;100
Hombres;09 Cataluña;Total;2014;100
Hombres;09 Cataluña;Total;2013;100
Hombres;09 Cataluña;Total;2012;100
Hombres;09 Cataluña;Total;2011;100
Hombres;09 Cataluña;Total;2010;100
Hombres;09 Cataluña;Total;2009;100
Hombres;09 Cataluña;Total;2008;100
Hombres;09 Cataluña;Agricultura;2024;1,1
Hombres;09 Cataluña;Agricultura;2023;1,5
Hombres;09 Cataluña;Agricultura;2022;1,8
Hombres;09 Cataluña;Agricultura;2021;1,8
Hombres;09 Cataluña;Agricultura;2020;1,6
Hombres;09 Cataluña;Agricultura;2019;1,6
Hombres;09 Cataluña;Agricultura;2018;1,7
Hombres;09 Cataluña;Agricultura;2017;1,9
Hombres;09 Cataluña;Agricultura;2016;1,4
Hombres;09 Cataluña;Agricultura;2015;1,5
Hombres;09 Cataluña;Agricultura;2014;1,4
Hombres;09 Cataluña;Agricultura;2013;1,5
Hombres;09 Cataluña;Agricultura;2012;1,5
Hombres;09 Cataluña;Agricultura;2011;1,5
Hombres;09 Cataluña;Agricultura;2010;1,9
Hombres;09 Cataluña;Agricultura;2009;1,7
Hombres;09 Cataluña;Agricultura;2008;1,4
Hombres;09 Cataluña;Industria;2024;23,9
Hombres;09 Cataluña;Industria;2023;24,3
Hombres;09 Cataluña;Industria;2022;24,9
Hombres;09 Cataluña;Industria;2021;25,5
Hombres;09 Cataluña;Industria;2020;25,8
Hombres;09 Cataluña;Industria;2019;26,7
Hombres;09 Cataluña;Industria;2018;28,6
Hombres;09 Cataluña;Industria;2017;27,7
Hombres;09 Cataluña;Industria;2016;28,3
Hombres;09 Cataluña;Industria;2015;29
Hombres;09 Cataluña;Industria;2014;28,3
Hombres;09 Cataluña;Industria;2013;29,3
Hombres;09 Cataluña;Industria;2012;28,4
Hombres;09 Cataluña;Industria;2011;27,5
Hombres;09 Cataluña;Industria;2010;27,4
Hombres;09 Cataluña;Industria;2009;26,8
Hombres;09 Cataluña;Industria;2008;30,9
Hombres;09 Cataluña;Construcción;2024;9,8
Hombres;09 Cataluña;Construcción;2023;9,7
Hombres;09 Cataluña;Construcción;2022;9,6
Hombres;09 Cataluña;Construcción;2021;9,5
Hombres;09 Cataluña;Construcción;2020;8,8
Hombres;09 Cataluña;Construcción;2019;8,7
Hombres;09 Cataluña;Construcción;2018;8,8
Hombres;09 Cataluña;Construcción;2017;8,9
Hombres;09 Cataluña;Construcción;2016;8,3
Hombres;09 Cataluña;Construcción;2015;8,8
Hombres;09 Cataluña;Construcción;2014;8,8
Hombres;09 Cataluña;Construcción;2013;8,6
Hombres;09 Cataluña;Construcción;2012;9,8
Hombres;09 Cataluña;Construcción;2011;12,6
Hombres;09 Cataluña;Construcción;2010;13,4
Hombres;09 Cataluña;Construcción;2009;15,8
Hombres;09 Cataluña;Construcción;2008;17,4
Hombres;09 Cataluña;Servicios;2024;65,2
Hombres;09 Cataluña;Servicios;2023;64,5
Hombres;09 Cataluña;Servicios;2022;63,8
Hombres;09 Cataluña;Servicios;2021;63,3
Hombres;09 Cataluña;Servicios;2020;63,8
Hombres;09 Cataluña;Servicios;2019;63
Hombres;09 Cataluña;Servicios;2018;60,9
Hombres;09 Cataluña;Servicios;2017;61,4
Hombres;09 Cataluña;Servicios;2016;62
Hombres;09 Cataluña;Servicios;2015;60,6
Hombres;09 Cataluña;Servicios;2014;61,6
Hombres;09 Cataluña;Servicios;2013;60,6
Hombres;09 Cataluña;Servicios;2012;60,3
Hombres;09 Cataluña;Servicios;2011;58,4
Hombres;09 Cataluña;Servicios;2010;57,2
Hombres;09 Cataluña;Servicios;2009;55,7
Hombres;09 Cataluña;Servicios;2008;50,4
Hombres;10 Comunitat Valenciana;Total;2024;100
Hombres;10 Comunitat Valenciana;Total;2023;100
Hombres;10 Comunitat Valenciana;Total;2022;100
Hombres;10 Comunitat Valenciana;Total;2021;100
Hombres;10 Comunitat Valenciana;Total;2020;100
Hombres;10 Comunitat Valenciana;Total;2019;100
Hombres;10 Comunitat Valenciana;Total;2018;100
Hombres;10 Comunitat Valenciana;Total;2017;100
Hombres;10 Comunitat Valenciana;Total;2016;100
Hombres;10 Comunitat Valenciana;Total;2015;100
Hombres;10 Comunitat Valenciana;Total;2014;100
Hombres;10 Comunitat Valenciana;Total;2013;100
Hombres;10 Comunitat Valenciana;Total;2012;100
Hombres;10 Comunitat Valenciana;Total;2011;100
Hombres;10 Comunitat Valenciana;Total;2010;100
Hombres;10 Comunitat Valenciana;Total;2009;100
Hombres;10 Comunitat Valenciana;Total;2008;100
Hombres;10 Comunitat Valenciana;Agricultura;2024;2
Hombres;10 Comunitat Valenciana;Agricultura;2023;2,1
Hombres;10 Comunitat Valenciana;Agricultura;2022;3,1
Hombres;10 Comunitat Valenciana;Agricultura;2021;2,6
Hombres;10 Comunitat Valenciana;Agricultura;2020;3,6
Hombres;10 Comunitat Valenciana;Agricultura;2019;4,1
Hombres;10 Comunitat Valenciana;Agricultura;2018;4,2
Hombres;10 Comunitat Valenciana;Agricultura;2017;3,9
Hombres;10 Comunitat Valenciana;Agricultura;2016;3,8
Hombres;10 Comunitat Valenciana;Agricultura;2015;4,7
Hombres;10 Comunitat Valenciana;Agricultura;2014;3,9
Hombres;10 Comunitat Valenciana;Agricultura;2013;4,4
Hombres;10 Comunitat Valenciana;Agricultura;2012;4
Hombres;10 Comunitat Valenciana;Agricultura;2011;3,5
Hombres;10 Comunitat Valenciana;Agricultura;2010;3,2
Hombres;10 Comunitat Valenciana;Agricultura;2009;4,3
Hombres;10 Comunitat Valenciana;Agricultura;2008;3,2
Hombres;10 Comunitat Valenciana;Industria;2024;25,1
Hombres;10 Comunitat Valenciana;Industria;2023;24
Hombres;10 Comunitat Valenciana;Industria;2022;24,3
Hombres;10 Comunitat Valenciana;Industria;2021;26,1
Hombres;10 Comunitat Valenciana;Industria;2020;26,8
Hombres;10 Comunitat Valenciana;Industria;2019;26
Hombres;10 Comunitat Valenciana;Industria;2018;25,1
Hombres;10 Comunitat Valenciana;Industria;2017;27,5
Hombres;10 Comunitat Valenciana;Industria;2016;25,2
Hombres;10 Comunitat Valenciana;Industria;2015;27,9
Hombres;10 Comunitat Valenciana;Industria;2014;25,6
Hombres;10 Comunitat Valenciana;Industria;2013;25,4
Hombres;10 Comunitat Valenciana;Industria;2012;26,2
Hombres;10 Comunitat Valenciana;Industria;2011;27
Hombres;10 Comunitat Valenciana;Industria;2010;24,2
Hombres;10 Comunitat Valenciana;Industria;2009;25,2
Hombres;10 Comunitat Valenciana;Industria;2008;28,1
Hombres;10 Comunitat Valenciana;Construcción;2024;10,3
Hombres;10 Comunitat Valenciana;Construcción;2023;11,3
Hombres;10 Comunitat Valenciana;Construcción;2022;10
Hombres;10 Comunitat Valenciana;Construcción;2021;9,7
Hombres;10 Comunitat Valenciana;Construcción;2020;9
Hombres;10 Comunitat Valenciana;Construcción;2019;9
Hombres;10 Comunitat Valenciana;Construcción;2018;9,1
Hombres;10 Comunitat Valenciana;Construcción;2017;8,6
Hombres;10 Comunitat Valenciana;Construcción;2016;8,1
Hombres;10 Comunitat Valenciana;Construcción;2015;8
Hombres;10 Comunitat Valenciana;Construcción;2014;7,7
Hombres;10 Comunitat Valenciana;Construcción;2013;8,2
Hombres;10 Comunitat Valenciana;Construcción;2012;9,4
Hombres;10 Comunitat Valenciana;Construcción;2011;11
Hombres;10 Comunitat Valenciana;Construcción;2010;13,5
Hombres;10 Comunitat Valenciana;Construcción;2009;16,4
Hombres;10 Comunitat Valenciana;Construcción;2008;20,4
Hombres;10 Comunitat Valenciana;Servicios;2024;62,6
Hombres;10 Comunitat Valenciana;Servicios;2023;62,6
Hombres;10 Comunitat Valenciana;Servicios;2022;62,6
Hombres;10 Comunitat Valenciana;Servicios;2021;61,5
Hombres;10 Comunitat Valenciana;Servicios;2020;60,5
Hombres;10 Comunitat Valenciana;Servicios;2019;60,9
Hombres;10 Comunitat Valenciana;Servicios;2018;61,5
Hombres;10 Comunitat Valenciana;Servicios;2017;60,1
Hombres;10 Comunitat Valenciana;Servicios;2016;62,9
Hombres;10 Comunitat Valenciana;Servicios;2015;59,4
Hombres;10 Comunitat Valenciana;Servicios;2014;62,8
Hombres;10 Comunitat Valenciana;Servicios;2013;62
Hombres;10 Comunitat Valenciana;Servicios;2012;60,4
Hombres;10 Comunitat Valenciana;Servicios;2011;58,5
Hombres;10 Comunitat Valenciana;Servicios;2010;59,1
Hombres;10 Comunitat Valenciana;Servicios;2009;54,2
Hombres;10 Comunitat Valenciana;Servicios;2008;48,3
Hombres;11 Extremadura;Total;2024;100
Hombres;11 Extremadura;Total;2023;100
Hombres;11 Extremadura;Total;2022;100
Hombres;11 Extremadura;Total;2021;100
Hombres;11 Extremadura;Total;2020;100
Hombres;11 Extremadura;Total;2019;100
Hombres;11 Extremadura;Total;2018;100
Hombres;11 Extremadura;Total;2017;100
Hombres;11 Extremadura;Total;2016;100
Hombres;11 Extremadura;Total;2015;100
Hombres;11 Extremadura;Total;2014;100
Hombres;11 Extremadura;Total;2013;100
Hombres;11 Extremadura;Total;2012;100
Hombres;11 Extremadura;Total;2011;100
Hombres;11 Extremadura;Total;2010;100
Hombres;11 Extremadura;Total;2009;100
Hombres;11 Extremadura;Total;2008;100
Hombres;11 Extremadura;Agricultura;2024;11,4
Hombres;11 Extremadura;Agricultura;2023;11,3
Hombres;11 Extremadura;Agricultura;2022;10,9
Hombres;11 Extremadura;Agricultura;2021;11,4
Hombres;11 Extremadura;Agricultura;2020;12,3
Hombres;11 Extremadura;Agricultura;2019;13,1
Hombres;11 Extremadura;Agricultura;2018;17
Hombres;11 Extremadura;Agricultura;2017;15,6
Hombres;11 Extremadura;Agricultura;2016;11,8
Hombres;11 Extremadura;Agricultura;2015;12,6
Hombres;11 Extremadura;Agricultura;2014;12,6
Hombres;11 Extremadura;Agricultura;2013;11,3
Hombres;11 Extremadura;Agricultura;2012;12,2
Hombres;11 Extremadura;Agricultura;2011;10,6
Hombres;11 Extremadura;Agricultura;2010;10,4
Hombres;11 Extremadura;Agricultura;2009;9,9
Hombres;11 Extremadura;Agricultura;2008;10,4
Hombres;11 Extremadura;Industria;2024;16,5
Hombres;11 Extremadura;Industria;2023;17,3
Hombres;11 Extremadura;Industria;2022;16
Hombres;11 Extremadura;Industria;2021;17,5
Hombres;11 Extremadura;Industria;2020;16,1
Hombres;11 Extremadura;Industria;2019;16,6
Hombres;11 Extremadura;Industria;2018;13,2
Hombres;11 Extremadura;Industria;2017;13,9
Hombres;11 Extremadura;Industria;2016;15
Hombres;11 Extremadura;Industria;2015;15,6
Hombres;11 Extremadura;Industria;2014;16,7
Hombres;11 Extremadura;Industria;2013;15,8
Hombres;11 Extremadura;Industria;2012;16,6
Hombres;11 Extremadura;Industria;2011;15,3
Hombres;11 Extremadura;Industria;2010;16,2
Hombres;11 Extremadura;Industria;2009;16,9
Hombres;11 Extremadura;Industria;2008;16,2
Hombres;11 Extremadura;Construcción;2024;10,8
Hombres;11 Extremadura;Construcción;2023;10,6
Hombres;11 Extremadura;Construcción;2022;11,1
Hombres;11 Extremadura;Construcción;2021;12
Hombres;11 Extremadura;Construcción;2020;10,6
Hombres;11 Extremadura;Construcción;2019;9
Hombres;11 Extremadura;Construcción;2018;8,4
Hombres;11 Extremadura;Construcción;2017;8,8
Hombres;11 Extremadura;Construcción;2016;11,3
Hombres;11 Extremadura;Construcción;2015;10,8
Hombres;11 Extremadura;Construcción;2014;9,1
Hombres;11 Extremadura;Construcción;2013;9,4
Hombres;11 Extremadura;Construcción;2012;12,2
Hombres;11 Extremadura;Construcción;2011;15,5
Hombres;11 Extremadura;Construcción;2010;16,3
Hombres;11 Extremadura;Construcción;2009;16,2
Hombres;11 Extremadura;Construcción;2008;21,9
Hombres;11 Extremadura;Servicios;2024;61,3
Hombres;11 Extremadura;Servicios;2023;60,8
Hombres;11 Extremadura;Servicios;2022;62,1
Hombres;11 Extremadura;Servicios;2021;59
Hombres;11 Extremadura;Servicios;2020;61
Hombres;11 Extremadura;Servicios;2019;61,3
Hombres;11 Extremadura;Servicios;2018;61,4
Hombres;11 Extremadura;Servicios;2017;61,7
Hombres;11 Extremadura;Servicios;2016;61,9
Hombres;11 Extremadura;Servicios;2015;61
Hombres;11 Extremadura;Servicios;2014;61,6
Hombres;11 Extremadura;Servicios;2013;63,5
Hombres;11 Extremadura;Servicios;2012;59
Hombres;11 Extremadura;Servicios;2011;58,5
Hombres;11 Extremadura;Servicios;2010;57
Hombres;11 Extremadura;Servicios;2009;57
Hombres;11 Extremadura;Servicios;2008;51,5
Hombres;12 Galicia;Total;2024;100
Hombres;12 Galicia;Total;2023;100
Hombres;12 Galicia;Total;2022;100
Hombres;12 Galicia;Total;2021;100
Hombres;12 Galicia;Total;2020;100
Hombres;12 Galicia;Total;2019;100
Hombres;12 Galicia;Total;2018;100
Hombres;12 Galicia;Total;2017;100
Hombres;12 Galicia;Total;2016;100
Hombres;12 Galicia;Total;2015;100
Hombres;12 Galicia;Total;2014;100
Hombres;12 Galicia;Total;2013;100
Hombres;12 Galicia;Total;2012;100
Hombres;12 Galicia;Total;2011;100
Hombres;12 Galicia;Total;2010;100
Hombres;12 Galicia;Total;2009;100
Hombres;12 Galicia;Total;2008;100
Hombres;12 Galicia;Agricultura;2024;5,2
Hombres;12 Galicia;Agricultura;2023;5,2
Hombres;12 Galicia;Agricultura;2022;5,3
Hombres;12 Galicia;Agricultura;2021;5,2
Hombres;12 Galicia;Agricultura;2020;5,2
Hombres;12 Galicia;Agricultura;2019;4,6
Hombres;12 Galicia;Agricultura;2018;4,6
Hombres;12 Galicia;Agricultura;2017;5,2
Hombres;12 Galicia;Agricultura;2016;5,6
Hombres;12 Galicia;Agricultura;2015;5,5
Hombres;12 Galicia;Agricultura;2014;4,7
Hombres;12 Galicia;Agricultura;2013;4,3
Hombres;12 Galicia;Agricultura;2012;4,6
Hombres;12 Galicia;Agricultura;2011;4,5
Hombres;12 Galicia;Agricultura;2010;4,4
Hombres;12 Galicia;Agricultura;2009;5,2
Hombres;12 Galicia;Agricultura;2008;4,4
Hombres;12 Galicia;Industria;2024;25,5
Hombres;12 Galicia;Industria;2023;23,2
Hombres;12 Galicia;Industria;2022;22,5
Hombres;12 Galicia;Industria;2021;24,9
Hombres;12 Galicia;Industria;2020;26,8
Hombres;12 Galicia;Industria;2019;26,3
Hombres;12 Galicia;Industria;2018;25,5
Hombres;12 Galicia;Industria;2017;26,1
Hombres;12 Galicia;Industria;2016;24,4
Hombres;12 Galicia;Industria;2015;24,8
Hombres;12 Galicia;Industria;2014;24,6
Hombres;12 Galicia;Industria;2013;24,1
Hombres;12 Galicia;Industria;2012;24,4
Hombres;12 Galicia;Industria;2011;25
Hombres;12 Galicia;Industria;2010;24,6
Hombres;12 Galicia;Industria;2009;26,5
Hombres;12 Galicia;Industria;2008;26,7
Hombres;12 Galicia;Construcción;2024;10,7
Hombres;12 Galicia;Construcción;2023;10,6
Hombres;12 Galicia;Construcción;2022;10,9
Hombres;12 Galicia;Construcción;2021;10,9
Hombres;12 Galicia;Construcción;2020;10,1
Hombres;12 Galicia;Construcción;2019;9,7
Hombres;12 Galicia;Construcción;2018;9,6
Hombres;12 Galicia;Construcción;2017;9,3
Hombres;12 Galicia;Construcción;2016;10,1
Hombres;12 Galicia;Construcción;2015;10,7
Hombres;12 Galicia;Construcción;2014;10,4
Hombres;12 Galicia;Construcción;2013;11
Hombres;12 Galicia;Construcción;2012;11,8
Hombres;12 Galicia;Construcción;2011;13,2
Hombres;12 Galicia;Construcción;2010;15,7
Hombres;12 Galicia;Construcción;2009;16,5
Hombres;12 Galicia;Construcción;2008;18,3
Hombres;12 Galicia;Servicios;2024;58,6
Hombres;12 Galicia;Servicios;2023;61
Hombres;12 Galicia;Servicios;2022;61,3
Hombres;12 Galicia;Servicios;2021;59,1
Hombres;12 Galicia;Servicios;2020;57,9
Hombres;12 Galicia;Servicios;2019;59,4
Hombres;12 Galicia;Servicios;2018;60,3
Hombres;12 Galicia;Servicios;2017;59,4
Hombres;12 Galicia;Servicios;2016;59,9
Hombres;12 Galicia;Servicios;2015;59
Hombres;12 Galicia;Servicios;2014;60,4
Hombres;12 Galicia;Servicios;2013;60,6
Hombres;12 Galicia;Servicios;2012;59,2
Hombres;12 Galicia;Servicios;2011;57,4
Hombres;12 Galicia;Servicios;2010;55,4
Hombres;12 Galicia;Servicios;2009;51,8
Hombres;12 Galicia;Servicios;2008;50,6
Hombres;13 Madrid, Comunidad de;Total;2024;100
Hombres;13 Madrid, Comunidad de;Total;2023;100
Hombres;13 Madrid, Comunidad de;Total;2022;100
Hombres;13 Madrid, Comunidad de;Total;2021;100
Hombres;13 Madrid, Comunidad de;Total;2020;100
Hombres;13 Madrid, Comunidad de;Total;2019;100
Hombres;13 Madrid, Comunidad de;Total;2018;100
Hombres;13 Madrid, Comunidad de;Total;2017;100
Hombres;13 Madrid, Comunidad de;Total;2016;100
Hombres;13 Madrid, Comunidad de;Total;2015;100
Hombres;13 Madrid, Comunidad de;Total;2014;100
Hombres;13 Madrid, Comunidad de;Total;2013;100
Hombres;13 Madrid, Comunidad de;Total;2012;100
Hombres;13 Madrid, Comunidad de;Total;2011;100
Hombres;13 Madrid, Comunidad de;Total;2010;100
Hombres;13 Madrid, Comunidad de;Total;2009;100
Hombres;13 Madrid, Comunidad de;Total;2008;100
Hombres;13 Madrid, Comunidad de;Agricultura;2024;0,4
Hombres;13 Madrid, Comunidad de;Agricultura;2023;0,4
Hombres;13 Madrid, Comunidad de;Agricultura;2022;0,3
Hombres;13 Madrid, Comunidad de;Agricultura;2021;0,2
Hombres;13 Madrid, Comunidad de;Agricultura;2020;0,2
Hombres;13 Madrid, Comunidad de;Agricultura;2019;0,3
Hombres;13 Madrid, Comunidad de;Agricultura;2018;0,3
Hombres;13 Madrid, Comunidad de;Agricultura;2017;0,1
Hombres;13 Madrid, Comunidad de;Agricultura;2016;0,3
Hombres;13 Madrid, Comunidad de;Agricultura;2015;0,1
Hombres;13 Madrid, Comunidad de;Agricultura;2014;0,2
Hombres;13 Madrid, Comunidad de;Agricultura;2013;0,1
Hombres;13 Madrid, Comunidad de;Agricultura;2012;0,3
Hombres;13 Madrid, Comunidad de;Agricultura;2011;0,2
Hombres;13 Madrid, Comunidad de;Agricultura;2010;0,2
Hombres;13 Madrid, Comunidad de;Agricultura;2009;0,2
Hombres;13 Madrid, Comunidad de;Agricultura;2008;0,6
Hombres;13 Madrid, Comunidad de;Industria;2024;12,2
Hombres;13 Madrid, Comunidad de;Industria;2023;13,2
Hombres;13 Madrid, Comunidad de;Industria;2022;13,4
Hombres;13 Madrid, Comunidad de;Industria;2021;12,5
Hombres;13 Madrid, Comunidad de;Industria;2020;11,7
Hombres;13 Madrid, Comunidad de;Industria;2019;12,6
Hombres;13 Madrid, Comunidad de;Industria;2018;12,7
Hombres;13 Madrid, Comunidad de;Industria;2017;13,3
Hombres;13 Madrid, Comunidad de;Industria;2016;12,8
Hombres;13 Madrid, Comunidad de;Industria;2015;13,3
Hombres;13 Madrid, Comunidad de;Industria;2014;14,2
Hombres;13 Madrid, Comunidad de;Industria;2013;14,1
Hombres;13 Madrid, Comunidad de;Industria;2012;13,4
Hombres;13 Madrid, Comunidad de;Industria;2011;14
Hombres;13 Madrid, Comunidad de;Industria;2010;13,9
Hombres;13 Madrid, Comunidad de;Industria;2009;13,6
Hombres;13 Madrid, Comunidad de;Industria;2008;14,4
Hombres;13 Madrid, Comunidad de;Construcción;2024;10,5
Hombres;13 Madrid, Comunidad de;Construcción;2023;9,4
Hombres;13 Madrid, Comunidad de;Construcción;2022;8,8
Hombres;13 Madrid, Comunidad de;Construcción;2021;9
Hombres;13 Madrid, Comunidad de;Construcción;2020;10,4
Hombres;13 Madrid, Comunidad de;Construcción;2019;9,6
Hombres;13 Madrid, Comunidad de;Construcción;2018;9,4
Hombres;13 Madrid, Comunidad de;Construcción;2017;8,2
Hombres;13 Madrid, Comunidad de;Construcción;2016;7,4
Hombres;13 Madrid, Comunidad de;Construcción;2015;7,8
Hombres;13 Madrid, Comunidad de;Construcción;2014;7,1
Hombres;13 Madrid, Comunidad de;Construcción;2013;7,7
Hombres;13 Madrid, Comunidad de;Construcción;2012;7,5
Hombres;13 Madrid, Comunidad de;Construcción;2011;9,7
Hombres;13 Madrid, Comunidad de;Construcción;2010;10,5
Hombres;13 Madrid, Comunidad de;Construcción;2009;13
Hombres;13 Madrid, Comunidad de;Construcción;2008;16,4
Hombres;13 Madrid, Comunidad de;Servicios;2024;76,9
Hombres;13 Madrid, Comunidad de;Servicios;2023;76,9
Hombres;13 Madrid, Comunidad de;Servicios;2022;77,5
Hombres;13 Madrid, Comunidad de;Servicios;2021;78,3
Hombres;13 Madrid, Comunidad de;Servicios;2020;77,7
Hombres;13 Madrid, Comunidad de;Servicios;2019;77,4
Hombres;13 Madrid, Comunidad de;Servicios;2018;77,6
Hombres;13 Madrid, Comunidad de;Servicios;2017;78,4
Hombres;13 Madrid, Comunidad de;Servicios;2016;79,5
Hombres;13 Madrid, Comunidad de;Servicios;2015;78,8
Hombres;13 Madrid, Comunidad de;Servicios;2014;78,6
Hombres;13 Madrid, Comunidad de;Servicios;2013;78,2
Hombres;13 Madrid, Comunidad de;Servicios;2012;78,9
Hombres;13 Madrid, Comunidad de;Servicios;2011;76,1
Hombres;13 Madrid, Comunidad de;Servicios;2010;75,5
Hombres;13 Madrid, Comunidad de;Servicios;2009;73,1
Hombres;13 Madrid, Comunidad de;Servicios;2008;68,6
Hombres;14 Murcia, Región de;Total;2024;100
Hombres;14 Murcia, Región de;Total;2023;100
Hombres;14 Murcia, Región de;Total;2022;100
Hombres;14 Murcia, Región de;Total;2021;100
Hombres;14 Murcia, Región de;Total;2020;100
Hombres;14 Murcia, Región de;Total;2019;100
Hombres;14 Murcia, Región de;Total;2018;100
Hombres;14 Murcia, Región de;Total;2017;100
Hombres;14 Murcia, Región de;Total;2016;100
Hombres;14 Murcia, Región de;Total;2015;100
Hombres;14 Murcia, Región de;Total;2014;100
Hombres;14 Murcia, Región de;Total;2013;100
Hombres;14 Murcia, Región de;Total;2012;100
Hombres;14 Murcia, Región de;Total;2011;100
Hombres;14 Murcia, Región de;Total;2010;100
Hombres;14 Murcia, Región de;Total;2009;100
Hombres;14 Murcia, Región de;Total;2008;100
Hombres;14 Murcia, Región de;Agricultura;2024;16,4
Hombres;14 Murcia, Región de;Agricultura;2023;15,6
Hombres;14 Murcia, Región de;Agricultura;2022;17,2
Hombres;14 Murcia, Región de;Agricultura;2021;16,7
Hombres;14 Murcia, Región de;Agricultura;2020;16,8
Hombres;14 Murcia, Región de;Agricultura;2019;16,5
Hombres;14 Murcia, Región de;Agricultura;2018;19,5
Hombres;14 Murcia, Región de;Agricultura;2017;19,4
Hombres;14 Murcia, Región de;Agricultura;2016;20,7
Hombres;14 Murcia, Región de;Agricultura;2015;18,8
Hombres;14 Murcia, Región de;Agricultura;2014;18,3
Hombres;14 Murcia, Región de;Agricultura;2013;19,4
Hombres;14 Murcia, Región de;Agricultura;2012;17,6
Hombres;14 Murcia, Región de;Agricultura;2011;18,1
Hombres;14 Murcia, Región de;Agricultura;2010;16,9
Hombres;14 Murcia, Región de;Agricultura;2009;13,2
Hombres;14 Murcia, Región de;Agricultura;2008;11,3
Hombres;14 Murcia, Región de;Industria;2024;17
Hombres;14 Murcia, Región de;Industria;2023;16,6
Hombres;14 Murcia, Región de;Industria;2022;17,9
Hombres;14 Murcia, Región de;Industria;2021;17,7
Hombres;14 Murcia, Región de;Industria;2020;19,7
Hombres;14 Murcia, Región de;Industria;2019;20,7
Hombres;14 Murcia, Región de;Industria;2018;19,3
Hombres;14 Murcia, Región de;Industria;2017;17,5
Hombres;14 Murcia, Región de;Industria;2016;18
Hombres;14 Murcia, Región de;Industria;2015;18,7
Hombres;14 Murcia, Región de;Industria;2014;19,7
Hombres;14 Murcia, Región de;Industria;2013;19,5
Hombres;14 Murcia, Región de;Industria;2012;19,4
Hombres;14 Murcia, Región de;Industria;2011;19,3
Hombres;14 Murcia, Región de;Industria;2010;18,7
Hombres;14 Murcia, Región de;Industria;2009;18,8
Hombres;14 Murcia, Región de;Industria;2008;20,3
Hombres;14 Murcia, Región de;Construcción;2024;8,3
Hombres;14 Murcia, Región de;Construcción;2023;9,3
Hombres;14 Murcia, Región de;Construcción;2022;8,3
Hombres;14 Murcia, Región de;Construcción;2021;8,8
Hombres;14 Murcia, Región de;Construcción;2020;8,9
Hombres;14 Murcia, Región de;Construcción;2019;10
Hombres;14 Murcia, Región de;Construcción;2018;8,7
Hombres;14 Murcia, Región de;Construcción;2017;8,4
Hombres;14 Murcia, Región de;Construcción;2016;6,5
Hombres;14 Murcia, Región de;Construcción;2015;7,2
Hombres;14 Murcia, Región de;Construcción;2014;8
Hombres;14 Murcia, Región de;Construcción;2013;6,9
Hombres;14 Murcia, Región de;Construcción;2012;9,6
Hombres;14 Murcia, Región de;Construcción;2011;12,4
Hombres;14 Murcia, Región de;Construcción;2010;14,9
Hombres;14 Murcia, Región de;Construcción;2009;15,3
Hombres;14 Murcia, Región de;Construcción;2008;20,8
Hombres;14 Murcia, Región de;Servicios;2024;58,3
Hombres;14 Murcia, Región de;Servicios;2023;58,6
Hombres;14 Murcia, Región de;Servicios;2022;56,6
Hombres;14 Murcia, Región de;Servicios;2021;56,8
Hombres;14 Murcia, Región de;Servicios;2020;54,5
Hombres;14 Murcia, Región de;Servicios;2019;52,8
